User Number,inLyingGroup,attention1,attention2,AttentionChecksPassed,AcademicAtt1,AcademicAtt2,AcademicAttChksPassed,AcademicScore1,AcademicScore2,AcademicScore3,AcademicScore4,AcademicScore5,AcademicScore6,AcademicScore7,AcademicScore8,AcademicScore9,AcademicScore10,AcademicScore11,AcademicScore12,AcademicScore13,AcademicScore14,AcademicScore15,AcademicScore16,AcademicScore17,AcademicScore18,AcademicScore19,AcademicScore20,AcademicScore21,AcademicScore22,AcademicScore23,AcademicScore24,AcademicScore,TotalAcademicScore
182,1,3,3,2,4,4,2,2,2,4,4,4,4,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,4,88,0.958333333
183,1,3,3,2,4,4,2,4,4,4,4,4,4,4,2,4,4,4,2,4,4,2,4,4,4,4,4,4,4,4,4,90,0.96875
184,1,3,3,2,4,4,2,4,4,4,2,4,4,2,2,4,4,4,4,4,4,2,4,4,4,4,4,4,4,4,4,88,0.958333333
185,1,3,3,2,4,4,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,96,1
186,1,3,3,2,4,4,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,96,1
187,1,3,3,2,4,4,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,96,1
188,1,3,3,2,4,4,2,4,4,2,4,4,4,4,2,2,4,4,4,4,4,2,2,4,4,4,2,4,4,2,4,82,0.927083333
189,1,3,3,2,4,4,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,96,1
190,1,-3,3,1,4,4,2,4,4,4,4,4,4,4,4,-4,4,4,4,4,4,4,4,4,4,4,4,-4,4,4,4,80,0.916666667
191,1,3,3,2,4,4,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,0,4,4,4,4,4,4,4,4,4,92,0.979166667
192,1,3,3,2,4,4,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,96,1
193,1,1,3,1,4,4,2,4,4,4,4,2,4,4,0,2,4,4,4,4,4,2,2,4,4,4,4,4,4,2,4,82,0.927083333
194,1,3,3,2,4,4,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,96,1
195,1,3,3,2,4,4,2,4,-4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,88,0.958333333
196,1,3,3,2,2,4,1,4,4,0,4,0,4,2,2,4,4,4,4,2,0,4,4,4,2,4,4,4,4,4,4,76,0.895833333
197,1,3,3,2,4,4,2,4,4,4,4,2,4,2,2,4,4,4,2,2,4,4,2,4,4,4,4,4,4,4,4,84,0.9375
198,1,3,3,2,4,4,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,96,1
199,1,-3,3,1,4,4,2,4,4,0,4,2,2,4,2,2,4,4,4,4,4,2,4,4,4,4,4,4,4,2,4,80,0.916666667
200,1,3,3,2,4,4,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,96,1
201,1,1,1,0,4,4,2,4,2,4,4,4,2,4,2,2,4,4,4,4,2,4,4,4,4,4,4,4,4,2,4,84,0.9375
202,1,1,1,0,4,4,2,4,4,4,4,4,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,94,0.989583333
203,1,3,3,2,4,4,2,4,4,4,4,2,4,4,2,4,4,4,4,4,4,2,4,4,4,4,4,4,4,4,4,90,0.96875
204,1,-1,-3,0,3,2,0,0,0,-2,-2,0,2,0,0,-2,-2,0,-2,0,2,-2,2,0,-2,0,0,2,-2,0,2,-6,0.46875
205,1,3,3,2,4,4,2,4,4,4,4,4,4,4,2,4,4,4,4,4,4,4,2,4,4,4,4,4,4,4,4,92,0.979166667
206,1,1,1,0,4,4,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,96,1
207,1,1,1,0,4,4,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,96,1
208,1,1,-1,0,4,4,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,96,1
209,1,3,3,2,4,4,2,4,-4,-4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,80,0.916666667
210,1,3,3,2,4,3,1,4,2,2,4,2,2,4,2,0,4,4,2,2,2,2,2,4,4,2,2,4,4,2,4,66,0.84375
211,1,-1,1,0,4,4,2,4,4,4,4,4,4,4,2,4,4,4,4,0,4,4,4,4,4,4,4,4,4,4,4,90,0.96875
212,1,3,3,2,4,4,2,4,4,4,2,4,4,2,4,4,4,4,4,4,4,-4,4,4,4,4,4,4,4,4,4,84,0.9375
213,1,3,3,2,4,4,2,4,2,4,4,4,4,4,4,4,4,4,4,-4,4,4,4,4,4,4,4,4,4,4,4,86,0.947916667
214,0,3,3,2,4,4,2,4,4,2,2,-2,2,4,2,4,4,4,2,2,2,2,4,2,0,2,2,4,4,4,0,60,0.8125
215,0,3,3,2,4,4,2,2,2,4,2,4,2,2,2,4,4,2,4,4,-2,4,2,-2,0,4,2,4,2,2,2,56,0.791666667
216,0,3,3,2,4,4,2,4,4,4,4,4,4,4,4,4,4,4,2,4,4,4,4,4,0,2,4,4,4,4,2,86,0.947916667
217,0,3,3,2,4,4,2,2,2,4,2,4,2,2,4,4,2,0,4,2,2,2,4,2,2,4,4,4,4,4,4,70,0.864583333
218,0,3,3,2,4,4,2,4,4,2,4,2,4,4,-4,2,4,4,0,2,4,2,-2,2,2,4,4,4,4,4,4,64,0.833333333
219,0,3,3,2,4,4,2,4,2,2,2,4,2,0,0,4,2,2,4,2,2,4,2,2,2,2,2,2,4,4,4,60,0.8125
220,0,3,3,2,4,4,2,2,-2,0,2,-2,2,-2,0,0,0,-2,4,0,2,2,0,0,0,2,2,0,2,-2,0,10,0.552083333
221,0,3,3,2,4,4,2,2,4,0,2,0,2,2,-2,-2,4,4,4,-2,2,0,2,2,2,2,2,2,4,2,2,40,0.708333333
222,0,3,3,2,4,4,2,4,2,2,4,2,2,2,2,4,4,2,4,2,4,2,2,-2,2,4,4,4,4,2,4,66,0.84375
223,0,3,3,2,4,4,2,0,-4,2,-2,4,4,0,-4,2,0,-4,2,-2,0,2,-4,0,2,-2,-2,-2,4,-4,2,-6,0.46875
224,0,3,3,2,4,4,2,0,2,2,0,2,0,0,2,0,2,-2,4,2,-2,0,2,0,-2,2,0,4,0,2,0,20,0.604166667
225,0,3,3,2,4,4,2,2,-2,4,2,4,-2,2,0,4,4,0,4,2,-2,4,-2,2,4,4,4,4,4,-2,4,48,0.75
226,0,3,3,2,4,4,2,-4,2,4,2,0,2,2,2,2,2,2,2,2,2,0,2,2,0,2,2,2,-2,2,4,36,0.6875
227,0,3,3,2,4,4,2,2,0,-2,4,-2,4,2,0,-2,4,2,4,0,4,-2,-2,0,2,4,2,4,4,-2,4,34,0.677083333
228,0,3,3,2,4,4,2,2,-2,-2,2,-2,2,4,-2,-2,2,2,2,0,2,-2,-2,0,-2,2,2,2,2,-4,2,8,0.541666667
229,0,1,3,1,4,4,2,2,-2,0,2,-4,-2,4,2,-4,2,-4,2,-2,2,-2,-2,0,2,2,2,2,4,2,2,10,0.552083333
230,0,3,3,2,4,4,2,2,-4,0,0,2,-2,0,-2,0,-2,-2,4,2,4,2,-2,0,0,2,0,4,2,-2,0,8,0.541666667
231,0,3,3,2,4,4,2,2,0,2,4,2,-2,4,-4,2,2,0,4,-2,4,2,-2,0,2,4,4,4,4,0,4,40,0.708333333
232,0,3,3,2,4,4,2,4,4,0,4,2,0,2,0,2,2,4,4,4,2,2,4,0,4,4,4,4,4,2,2,64,0.833333333
233,0,3,3,2,4,4,2,2,-2,2,4,2,2,2,-2,2,2,-2,2,-2,2,2,-2,0,2,2,4,2,4,-2,4,30,0.65625
234,0,3,3,2,4,4,2,4,-4,-2,2,-2,-2,2,-4,-2,4,-2,4,4,2,-2,-4,0,2,4,4,4,2,-4,4,14,0.572916667
235,0,3,3,2,4,4,2,2,-2,4,0,2,-2,0,-2,4,2,2,2,2,-2,4,-2,2,0,4,2,4,2,-2,2,28,0.645833333
236,0,3,1,1,4,4,2,2,0,-2,4,2,2,4,2,-2,4,2,2,-2,2,2,2,2,-2,2,4,4,2,2,4,42,0.71875
237,0,3,3,2,4,4,2,-4,2,-2,2,2,4,2,2,2,2,0,2,4,4,0,2,2,4,2,2,2,4,2,4,46,0.739583333
238,0,-1,3,1,4,4,2,4,4,4,2,4,4,0,2,4,4,4,2,4,-2,2,4,4,2,4,4,4,4,4,4,76,0.895833333
239,0,3,3,2,4,4,2,2,0,2,2,2,2,4,2,2,2,-2,2,0,0,2,-2,2,4,2,2,0,2,-2,2,32,0.666666667
240,0,3,3,2,4,4,2,2,-2,2,2,0,-2,2,-2,2,2,-2,4,2,2,0,-2,2,4,4,2,4,2,-2,4,30,0.65625
241,0,3,3,2,4,4,2,2,-2,2,2,2,-2,2,-2,0,-2,-2,4,2,2,2,-2,-4,4,4,2,2,4,-2,2,20,0.604166667
242,0,3,-1,1,3,4,1,4,-4,4,2,2,2,2,2,2,2,-2,4,2,2,-2,-4,-2,4,2,2,2,2,-4,4,28,0.645833333
243,0,3,3,2,4,4,2,4,2,4,2,4,0,2,-2,4,2,2,4,2,4,2,0,2,2,4,2,4,4,0,4,58,0.802083333
244,0,3,3,2,4,4,2,2,-2,0,2,0,-2,4,-2,0,4,-2,4,-4,0,-2,-2,-2,2,2,0,2,2,-2,0,4,0.520833333
245,0,3,3,2,4,4,2,4,-4,2,0,2,-2,2,2,2,4,0,4,4,4,4,4,0,2,4,2,4,4,4,2,54,0.78125
246,0,3,3,2,4,4,2,2,-2,2,2,4,-2,4,-4,2,2,0,4,-2,4,2,-2,0,2,4,4,4,4,0,4,38,0.697916667
247,0,3,3,2,4,4,2,2,-2,2,2,2,-2,4,-2,2,4,0,4,4,2,2,-2,2,2,4,4,2,2,-2,4,40,0.708333333
248,0,3,3,2,4,4,2,4,-2,-2,2,-2,4,2,2,-2,2,2,4,4,4,-2,-2,-2,4,4,2,4,4,-2,2,34,0.677083333
249,0,3,3,2,4,4,2,2,-2,2,2,2,-4,2,2,2,2,-2,2,2,-2,2,-2,-2,-2,4,2,4,2,-2,2,18,0.59375
250,0,3,3,2,4,4,2,2,2,2,2,0,-2,4,-2,4,2,0,4,2,4,0,0,-2,4,2,2,2,4,0,4,40,0.708333333
251,0,3,3,2,4,4,2,4,4,4,4,2,4,4,4,2,4,4,4,4,4,2,4,2,4,4,4,4,4,2,4,86,0.947916667
252,0,3,3,2,4,4,2,2,2,2,0,2,-4,0,2,2,0,2,2,2,4,2,2,-2,2,0,0,0,4,2,4,32,0.666666667
253,0,1,1,0,3,1,0,-2,0,2,2,2,-2,-2,-2,-2,-2,-2,-2,-2,2,0,2,0,-2,2,-2,-2,2,-2,-2,-14,0.427083333
254,0,3,3,2,4,4,2,4,4,4,4,4,4,4,4,4,4,4,-4,4,4,4,4,4,4,4,4,4,4,4,4,88,0.958333333
255,0,3,3,2,4,4,2,2,2,2,0,4,0,0,-2,2,2,-2,2,4,2,2,4,-2,-2,2,2,2,2,2,2,32,0.666666667
256,0,3,3,2,4,4,2,0,0,2,0,0,-2,-2,2,0,0,-2,2,2,0,2,0,-2,0,2,2,2,0,0,2,10,0.552083333
257,0,1,3,1,4,4,2,2,2,4,2,2,2,0,4,4,4,2,2,2,-2,2,-4,4,0,-2,0,2,2,2,2,38,0.697916667
258,0,3,3,2,4,4,2,2,4,2,2,2,2,2,4,2,2,2,4,4,2,0,4,2,-2,4,2,4,2,4,2,58,0.802083333
259,0,3,3,2,4,4,2,2,-2,2,2,2,-2,2,0,0,2,4,-2,-2,2,2,-2,4,4,-2,4,-2,4,-4,4,22,0.614583333
260,0,3,-1,1,4,4,2,-2,-2,-2,-2,-2,-2,-2,0,-2,2,-2,2,0,-2,-2,-2,-2,-2,2,0,2,0,-2,0,-22,0.385416667
261,0,3,3,2,4,4,2,4,-2,2,2,0,-2,-2,4,2,4,2,4,0,-2,0,2,2,-2,2,4,2,2,-2,2,28,0.645833333
262,0,3,3,2,4,4,2,0,0,2,0,2,-2,0,0,2,0,-2,4,0,0,2,0,-2,0,2,-2,2,0,0,2,10,0.552083333
263,0,3,3,2,3,2,0,-2,-2,0,-2,-2,2,0,0,0,0,2,2,0,2,0,-2,0,-2,2,0,0,0,2,2,2,0.510416667
264,0,3,3,2,4,4,2,2,-4,2,0,4,-2,2,-4,2,2,-4,4,2,0,4,-4,2,2,4,0,4,4,-4,0,18,0.59375
265,0,1,3,1,4,4,2,4,0,4,2,4,0,4,2,4,2,4,4,4,0,4,-2,2,0,4,4,4,-2,2,4,58,0.802083333
266,0,3,3,2,4,4,2,2,-2,2,2,2,2,0,-2,2,2,-2,2,-2,-2,2,-2,-2,-2,-2,-2,-2,2,-2,2,-2,0.489583333
267,0,-3,-1,0,2,1,0,-2,-2,2,-4,0,2,2,4,0,2,0,2,2,-4,4,0,-2,2,-2,-2,-4,0,-2,2,0,0.5
268,0,3,3,2,4,4,2,2,4,4,2,4,2,2,4,4,4,4,4,2,4,4,4,2,2,2,2,2,4,4,4,76,0.895833333
269,0,3,3,2,4,4,2,4,2,2,2,2,2,4,2,2,4,2,4,2,4,2,2,2,4,4,2,2,2,2,2,62,0.822916667
270,0,3,3,2,4,4,2,4,4,4,4,4,4,4,0,4,4,4,4,4,4,4,4,2,4,4,4,4,4,4,4,90,0.96875
271,0,3,3,2,4,4,2,0,-2,2,0,-2,-4,2,0,-2,2,-4,4,-4,-4,-2,0,4,4,4,4,4,0,-2,-4,0,0.5
272,0,3,1,1,4,4,2,4,0,4,2,4,2,2,0,4,2,0,4,4,0,4,0,2,2,4,2,4,4,0,0,54,0.78125
273,0,3,3,2,4,4,2,4,0,2,2,0,-2,2,0,2,2,2,4,2,2,2,-2,0,0,4,4,4,2,2,4,42,0.71875
274,0,3,3,2,4,4,2,-4,0,-2,0,-2,-4,0,2,0,-2,0,2,-4,-2,0,2,-4,-2,0,-2,0,-2,0,-2,-26,0.364583333
275,0,1,3,1,4,4,2,2,0,2,2,0,4,0,2,2,0,2,-2,2,4,2,-2,0,-2,0,2,0,2,-2,2,22,0.614583333
276,0,3,3,2,4,4,2,2,4,4,2,0,2,2,2,0,4,0,-2,2,-2,2,2,-2,0,2,2,2,2,2,4,36,0.6875
277,0,3,3,2,4,1,1,2,-4,-2,2,0,2,4,-2,0,2,2,-4,4,0,-2,-4,2,2,4,0,2,4,2,2,18,0.59375
278,0,3,3,2,4,4,2,2,0,4,2,0,2,0,4,2,2,0,2,2,4,4,4,2,2,2,0,2,2,4,2,50,0.760416667
279,0,3,3,2,4,4,2,4,2,2,2,4,0,2,0,4,2,4,4,2,4,4,4,2,2,4,4,4,4,4,4,72,0.875
280,0,3,3,2,4,4,2,4,4,4,2,4,2,4,-4,4,4,0,2,0,4,4,0,4,4,4,2,4,4,-2,4,62,0.822916667
281,0,3,3,2,4,4,2,2,2,4,2,4,4,2,0,4,4,0,2,2,0,4,4,4,2,4,4,4,2,4,2,66,0.84375
282,0,3,3,2,4,4,2,2,-4,-2,2,2,2,2,4,2,2,2,4,2,2,2,4,2,2,4,4,4,2,2,4,52,0.770833333
283,0,3,3,2,4,4,2,4,4,4,4,4,4,2,4,4,4,4,2,0,2,4,4,4,2,2,4,4,4,4,4,82,0.927083333
284,0,3,3,2,4,4,2,2,2,4,2,4,-2,-2,2,4,4,-2,2,2,4,4,-2,2,4,2,2,4,4,2,4,52,0.770833333
285,0,3,-1,1,4,4,2,2,0,4,4,4,0,2,2,2,2,0,4,0,2,2,4,2,4,4,2,2,2,2,2,54,0.78125
286,0,3,3,2,4,4,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,96,1
287,0,3,3,2,4,4,2,4,4,0,-2,-2,-4,2,-2,0,0,-2,4,4,-4,-2,0,-2,-4,0,-4,-2,4,0,2,-6,0.46875
288,0,3,3,2,4,4,2,4,2,0,2,-2,2,2,2,-2,2,2,4,-2,4,-2,2,2,2,4,2,4,4,2,4,44,0.729166667
289,0,3,3,2,4,4,2,2,2,2,2,2,-2,2,2,0,2,-2,4,0,-2,2,2,2,2,2,-2,2,-2,2,-2,22,0.614583333
290,0,3,3,2,4,4,2,-2,-2,2,-4,0,4,-2,2,4,0,4,4,2,0,0,4,2,4,4,2,4,4,4,4,44,0.729166667
291,0,-1,3,1,4,4,2,4,4,4,2,4,4,2,4,4,2,4,4,0,4,4,4,0,2,4,2,2,4,4,4,76,0.895833333
292,0,3,3,2,4,4,2,4,2,0,2,-2,-2,4,0,-2,2,-2,4,2,2,-2,-4,2,0,4,2,4,4,2,2,28,0.645833333
293,0,3,3,2,4,4,2,2,4,2,2,4,4,0,4,4,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,84,0.9375
294,0,3,3,2,4,4,2,2,2,4,2,4,4,0,2,4,2,2,2,2,4,4,4,2,2,2,2,2,4,4,2,64,0.833333333
295,0,3,3,2,4,4,2,4,4,4,4,4,4,4,4,4,4,4,4,2,4,4,4,4,4,4,4,4,4,4,4,94,0.989583333
296,0,3,3,2,4,4,2,2,2,4,2,2,2,4,2,2,4,2,2,4,2,0,2,4,2,2,2,2,4,2,2,58,0.802083333
297,0,3,3,2,4,4,2,4,0,4,2,4,4,2,0,4,4,4,2,4,4,4,0,2,2,2,2,0,4,0,4,62,0.822916667
298,0,3,3,2,4,4,2,4,4,2,4,2,2,4,4,2,4,2,2,2,4,2,4,-2,-4,4,4,4,4,4,4,66,0.84375
299,0,3,3,2,4,4,2,0,-4,2,0,2,-2,-2,-4,2,2,-2,2,2,0,2,-2,-2,-2,2,2,2,2,-2,2,2,0.510416667
300,0,3,3,2,4,4,2,2,2,-2,2,-2,2,2,4,-2,4,2,4,-2,0,-2,4,2,-2,2,4,2,2,4,4,36,0.6875
301,0,3,3,2,4,4,2,-4,2,2,2,2,0,2,2,2,2,0,4,2,2,2,2,0,0,4,2,4,2,2,4,42,0.71875
302,0,3,3,2,4,4,2,4,4,-2,2,2,-4,2,4,2,2,-4,4,2,-2,2,4,0,-2,2,2,0,0,4,2,30,0.65625
303,0,3,3,2,4,4,2,0,4,4,2,4,4,4,-4,4,0,2,0,0,0,2,4,2,0,0,0,0,2,4,4,42,0.71875
304,0,3,3,2,4,4,2,2,2,2,2,4,0,0,2,4,2,4,2,2,0,4,2,2,2,2,2,2,2,2,2,50,0.760416667
305,0,1,3,1,4,4,2,2,-4,2,2,0,2,4,0,4,4,2,4,4,4,4,-2,2,2,4,4,4,4,-2,4,54,0.78125
306,0,3,3,2,4,4,2,4,-4,0,2,-2,0,2,-4,-2,4,4,4,0,4,-2,-4,2,4,4,0,4,4,-4,2,22,0.614583333
307,0,3,3,2,4,4,2,2,-2,-2,2,-2,-2,2,2,-2,2,2,2,-2,2,-2,-2,2,2,2,2,2,2,-2,2,12,0.5625
308,0,3,3,2,4,4,2,4,4,0,2,0,-4,4,4,-2,4,-2,4,-4,-2,0,4,2,4,2,0,0,2,4,2,32,0.666666667
309,0,3,3,2,4,4,2,2,4,2,2,4,0,2,2,4,0,0,4,4,-2,4,2,2,0,4,2,2,2,4,2,52,0.770833333
310,0,3,3,2,4,4,2,2,-2,2,2,2,-2,0,-2,2,2,-2,2,-2,2,2,0,-2,-2,-2,2,2,2,-2,2,8,0.541666667
311,0,3,3,2,4,4,2,4,-2,2,2,4,4,4,-2,4,4,4,2,4,2,4,2,2,0,4,4,4,4,2,4,66,0.84375
312,0,3,3,2,4,4,2,0,2,2,2,4,-2,4,0,2,2,-2,4,2,0,2,-4,-2,0,2,2,4,2,-2,2,26,0.635416667
313,0,3,3,2,4,4,2,4,4,2,4,4,2,4,2,4,2,4,4,2,4,4,2,2,2,4,4,4,4,2,4,78,0.90625
314,0,3,3,2,4,4,2,0,4,2,0,-2,-4,-2,0,0,0,-2,2,0,0,-2,0,-2,-2,0,0,0,0,-2,2,-8,0.458333333
315,0,3,3,2,4,4,2,0,4,4,0,4,-2,0,4,4,4,0,-2,0,0,4,4,4,0,0,0,-2,0,4,0,34,0.677083333
316,0,3,3,2,4,4,2,2,0,4,4,4,0,0,2,4,0,4,2,0,0,4,0,0,-4,0,2,4,0,-2,4,34,0.677083333
317,0,3,3,2,4,4,2,2,2,2,2,0,2,4,-2,4,2,2,2,2,4,2,0,2,2,4,2,2,-2,2,2,44,0.729166667
318,0,3,3,2,4,4,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,96,1
319,0,3,3,2,4,4,2,2,2,4,2,2,-2,4,2,2,2,0,2,2,2,2,2,0,2,0,2,2,0,2,2,40,0.708333333
320,0,3,3,2,0,4,1,2,4,4,-2,2,4,0,-4,-2,2,-4,4,2,-2,-2,-4,-2,0,4,2,2,0,0,2,12,0.5625
321,0,3,3,2,4,4,2,4,2,2,2,4,2,2,0,2,2,4,2,4,4,4,4,2,4,2,2,4,4,4,4,70,0.864583333
322,0,3,3,2,4,4,2,-4,2,4,4,4,2,4,4,4,2,2,4,2,2,2,2,2,2,4,4,4,4,4,4,68,0.854166667
323,0,3,3,2,4,4,2,2,-2,-2,4,-2,-2,2,-2,2,2,2,2,2,2,-2,-2,2,-2,4,2,4,2,-2,2,18,0.59375
324,0,3,3,2,4,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,2,2,4,52,0.770833333
325,0,3,3,2,4,4,2,2,-2,2,2,2,2,4,2,2,2,2,2,0,2,2,2,2,2,2,2,2,4,2,2,46,0.739583333
326,0,-1,3,1,4,4,2,2,2,2,2,2,2,0,2,2,2,2,2,2,-2,2,2,0,-2,0,2,2,0,2,2,32,0.666666667
327,0,1,3,1,4,4,2,2,-2,-2,4,-2,4,2,4,2,4,2,4,4,4,2,2,-4,0,2,4,4,4,-2,4,46,0.739583333
328,0,3,3,2,4,4,2,4,0,-4,4,-4,-4,4,-4,-2,2,-2,4,2,2,-2,-2,-2,2,2,2,2,2,-2,2,6,0.53125
329,0,3,3,2,4,4,2,4,2,2,2,-2,2,4,2,2,4,4,2,2,4,4,4,0,2,2,2,2,4,2,4,60,0.8125
330,0,3,3,2,4,4,2,2,-2,2,0,-4,-2,2,-2,-4,2,-2,2,0,2,-4,-4,-2,2,4,2,2,2,-2,2,-2,0.489583333
331,0,-1,1,0,3,4,1,-2,2,2,0,0,0,2,0,2,-2,4,-4,2,0,0,-2,2,2,0,0,0,0,2,-2,8,0.541666667
332,0,3,3,2,4,4,2,2,4,-4,2,2,-2,2,-4,-2,2,0,2,2,-2,-4,-4,-2,4,2,2,2,2,-2,2,6,0.53125
333,0,3,3,2,4,4,2,2,0,2,2,2,0,2,2,2,2,2,2,2,4,2,2,2,2,2,2,2,4,2,4,50,0.760416667
334,0,3,3,2,4,4,2,4,4,-2,4,2,2,2,4,2,2,2,4,2,2,2,4,2,2,4,4,4,4,4,4,68,0.854166667
335,0,3,3,2,4,4,2,4,2,-4,-2,-4,-4,4,4,-4,4,-4,4,-4,0,-4,-4,-4,4,-2,-2,2,0,-4,4,-14,0.427083333
336,0,3,3,2,4,4,2,2,4,2,2,2,0,2,2,2,2,0,2,0,2,2,2,2,2,2,2,2,2,2,2,44,0.729166667
337,0,3,3,2,4,4,2,4,4,4,2,2,2,4,4,4,4,4,4,2,2,2,4,4,4,2,4,0,4,4,4,78,0.90625
338,0,3,3,2,4,4,2,2,-4,2,2,0,-2,2,-4,2,2,-2,2,2,0,2,-4,2,2,-2,2,-2,2,-4,2,4,0.520833333
339,0,3,3,2,4,4,2,2,0,2,2,2,0,2,2,4,2,2,2,4,0,2,2,2,0,0,2,4,2,2,2,44,0.729166667
340,0,-1,3,1,4,4,2,4,4,4,2,4,4,4,4,4,4,4,4,4,4,4,4,2,2,4,4,4,4,4,4,90,0.96875
341,0,3,3,2,4,4,2,2,4,0,2,-2,2,0,4,-4,4,2,-2,-2,-2,-2,2,2,-2,-2,2,-2,-2,2,-2,4,0.520833333
342,0,3,3,2,4,4,2,2,4,2,2,2,4,2,2,2,2,2,2,2,0,2,2,2,2,4,4,2,-2,4,4,54,0.78125
343,0,3,3,2,4,4,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,96,1
344,0,3,3,2,4,4,2,4,2,4,2,2,2,0,4,2,0,0,2,0,2,2,0,0,2,2,2,4,2,0,2,42,0.71875
345,0,3,3,2,4,4,2,2,2,4,2,2,0,2,0,4,2,0,4,4,-2,4,0,2,0,4,4,4,2,0,2,48,0.75
346,0,3,3,2,4,4,2,2,-2,2,0,2,-2,0,2,2,2,0,4,0,0,0,-2,0,2,4,2,2,2,-2,2,22,0.614583333
347,0,3,3,2,4,4,2,4,2,4,4,0,4,4,-4,2,4,2,-2,2,-2,-2,-4,-4,4,4,4,4,0,-4,4,30,0.65625
348,0,3,3,2,4,4,2,2,-4,4,2,2,0,2,-2,4,2,-2,4,0,2,4,-2,2,2,4,2,4,4,-2,2,36,0.6875
349,0,3,3,2,4,4,2,2,-4,2,2,4,0,4,-2,0,4,2,2,2,2,4,-2,2,0,2,2,4,2,-2,2,34,0.677083333
350,0,3,3,2,4,4,2,2,2,2,2,2,-2,0,0,2,2,0,2,2,0,2,0,2,2,4,2,2,2,2,0,34,0.677083333
351,0,3,3,2,4,4,2,-2,2,2,-4,2,0,-2,4,2,2,2,2,2,2,-2,0,2,2,2,2,-2,2,-2,4,22,0.614583333
352,0,3,3,2,4,4,2,4,4,2,2,2,2,2,2,2,4,2,2,2,0,2,4,2,0,2,2,4,4,4,2,58,0.802083333
353,0,3,3,2,4,4,2,4,4,0,2,2,-2,4,2,2,2,0,4,-2,0,2,-2,4,0,4,4,4,2,4,2,46,0.739583333
354,0,3,3,2,4,4,2,2,4,4,4,4,2,4,4,4,2,4,0,2,4,4,2,4,2,2,4,4,2,4,4,76,0.895833333
355,0,3,3,2,4,4,2,2,0,-2,2,2,-2,0,2,-2,2,-2,2,2,0,-2,0,2,0,4,2,4,2,-2,2,18,0.59375
356,0,3,3,2,4,4,2,4,4,4,2,2,-2,2,4,0,4,0,4,4,4,4,4,4,-4,2,2,2,4,4,4,62,0.822916667
357,0,3,3,2,4,4,2,2,0,2,2,2,0,2,2,4,2,2,4,4,2,2,2,0,2,4,4,4,4,0,4,56,0.791666667
358,0,3,3,2,4,4,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,96,1
359,0,3,3,2,4,4,2,2,-2,2,0,2,-4,-2,2,-2,-2,-4,4,0,0,-2,4,-2,-2,-2,-2,-2,0,4,0,-8,0.458333333
360,0,3,3,2,4,4,2,4,-2,-2,4,0,-2,2,-2,0,2,-2,4,-2,-2,-2,-4,-2,-2,4,2,4,2,-4,2,2,0.510416667
361,0,3,3,2,4,4,2,2,-4,0,2,2,-2,2,-4,0,2,-2,2,-2,-2,0,-4,0,0,4,2,4,2,-4,2,2,0.510416667
362,0,3,3,2,4,4,2,2,4,0,0,0,0,2,4,0,2,-2,2,0,0,0,2,2,2,2,2,0,-2,4,2,28,0.645833333
363,0,3,3,2,4,4,2,0,2,2,0,2,0,0,2,2,2,-2,4,2,-2,0,2,0,0,4,2,4,0,2,0,28,0.645833333
364,0,3,3,2,4,4,2,2,2,2,2,4,-4,2,-2,2,2,-4,2,2,-2,4,-4,-4,-4,0,-2,-2,2,-4,2,-2,0.489583333
